PLAYER,YEAR,TEAM,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS
397BradyB ClarkClarkRF397‌‌‌,2004,MIL,138,353,41,99,18,1,7,46,53,48,15,8,.280,.385,.397,.782
397B.J.B SurhoffSurhoffC397‌‌‌,1987,MIL,115,395,50,118,22,3,7,68,36,30,11,10,.299,.350,.423,.773
397B.J.B SurhoffSurhoff3B397‌‌‌,1993,MIL,148,552,66,151,38,3,7,79,36,47,12,9,.274,.318,.391,.709
397TylerT HoustonHouston3B397‌‌‌,2002,MIL,76,255,25,77,15,2,7,33,14,41,1,0,.302,.347,.459,.806
397JohnJ JahaJaha1B397‌‌‌,1998,MIL,73,216,29,45,6,1,7,38,49,66,1,3,.208,.366,.343,.709
397BrooksB KieschnickKieschnickP397‌‌‌,2003,MIL,70,70,12,21,1,0,7,12,6,13,0,0,.300,.355,.614,.969
397WillyW AdamesAdamesSS397‌‌‌,2024,MIL,51,201,26,49,16,0,7,32,22,47,8,2,.244,.320,.428,.748
397DaleD SveumSveum3B397‌‌‌,1986,MIL,91,317,35,78,13,2,7,35,32,63,4,3,.246,.316,.366,.682
397FernandoF VinaVina2B397‌‌‌,1996,MIL,140,554,94,157,19,10,7,46,38,35,16,7,.283,.342,.392,.734
397FernandoF VinaVina2B397‌‌‌,1998,MIL,159,637,101,198,39,7,7,45,54,46,22,16,.311,.386,.427,.813
397VictorV CaratiniCaratiniC397‌‌‌,2023,MIL,62,201,23,52,4,0,7,25,19,45,1,1,.259,.327,.383,.710
397HenryH BlancoBlancoC397‌‌‌,2000,MIL,93,284,29,67,24,0,7,31,36,60,0,3,.236,.318,.394,.712
397SixtoS LezcanoLezcanoRF397‌‌‌,1976,MIL,145,513,53,146,19,5,7,56,51,111,14,10,.285,.348,.382,.730
397MannyM PiñaPiñaC397‌‌‌,2019,MIL,76,158,10,36,8,0,7,25,16,50,0,0,.228,.313,.411,.724
397MarkM LorettaLorettaSS397‌‌‌,2000,MIL,91,352,49,99,21,1,7,40,37,38,0,3,.281,.350,.406,.756
397RickR ManningManningCF397‌‌‌,1984,MIL,119,341,53,85,10,5,7,31,34,32,5,7,.249,.318,.370,.688
397RowdyR TellezTellez1B397‌‌‌,2021,MIL,56,158,22,43,10,1,7,28,14,32,0,0,.272,.333,.481,.814
397BenB GrieveGrieveRF397‌‌‌,2004,MIL,108,234,28,61,15,0,7,29,39,65,0,0,.261,.364,.415,.779
397BobB HamelinHamelinX397‌‌‌,1998,MIL,109,146,15,32,6,0,7,22,16,30,0,1,.219,.295,.404,.699
397MikeM HeganHeganDH397‌‌‌,1974,MIL,89,190,21,45,7,1,7,32,33,34,0,4,.237,.347,.395,.742
397JuniorJ SpiveySpivey2B397‌‌‌,2004,MIL,59,228,33,62,13,0,7,28,25,48,5,3,.272,.359,.421,.780
397KevinK SeitzerSeitzer3B397‌‌‌,1993,MIL,47,162,21,47,6,0,7,30,17,15,3,0,.290,.359,.457,.816
438BobB ColuccioColuccioCF438‌‌‌,1974,MIL,138,394,42,88,13,4,6,31,43,62,15,9,.223,.305,.322,.627
438TomT BrunanskyBrunanskyRF438‌‌‌,1993,MIL,80,224,20,41,7,3,6,29,25,59,3,4,.183,.265,.321,.586
438DeronD JohnsonJohnsonDH438‌‌‌,1974,MIL,49,152,14,23,3,0,6,18,21,41,1,0,.151,.253,.289,.542
438TrentT GrishamGrishamCF438‌‌‌,2019,MIL,51,156,24,36,6,2,6,24,20,48,1,0,.231,.328,.410,.738
438PedroP GarciaGarcia2B438‌‌‌,1975,MIL,98,302,40,68,15,2,6,38,18,59,12,6,.225,.271,.348,.619
438DamianD MillerMillerC438‌‌‌,2006,MIL,101,331,34,83,28,0,6,38,33,86,0,0,.251,.322,.390,.712
