0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
517ÓscarO HernándezHernándezC517‌‌‌,2015,AZ,18,31,4,5,1,0,0,1,3,15,0,0,.161,.257,.194,.451
517StefanS CrichtonCrichtonP517‌‌‌,2019,AZ,28,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517StefanS CrichtonCrichtonP517‌‌‌,2021,AZ,31,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517BryanB HoladayHoladayC517‌‌‌,2021,AZ,13,31,2,6,2,0,0,1,1,15,0,0,.194,.265,.258,.523
517RobbieR RayRayP517‌‌‌,2015,AZ,23,31,0,3,1,0,0,0,0,14,0,0,.097,.097,.129,.226
517RobbieR RayRayP517‌‌‌,2017,AZ,28,53,5,13,2,0,0,2,3,23,0,0,.245,.286,.283,.569
517RobbieR RayRayP517‌‌‌,2018,AZ,25,39,2,3,1,0,0,2,0,24,0,0,.077,.075,.103,.178
517RobbieR RayRayP517‌‌‌,2019,AZ,34,55,1,4,0,0,0,3,0,28,0,0,.073,.073,.073,.146
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
517AddisonA ReedReedP517‌‌‌,2014,AZ,62,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517AddisonA ReedReedP517‌‌‌,2015,AZ,38,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517CalebC SmithSmithP517‌‌‌,2021,AZ,45,22,2,2,1,0,0,0,1,14,1,0,.091,.167,.136,.303
517MattM StitesStitesP517‌‌‌,2014,AZ,37,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517MattM StitesStitesP517‌‌‌,2015,AZ,11,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517TaijuanT WalkerWalkerP517‌‌‌,2018,AZ,3,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
517TaijuanT WalkerWalkerP517‌‌‌,2019,AZ,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517SócratesS BritoBritoX517‌‌‌,2015,AZ,18,33,5,10,3,1,0,1,1,7,1,0,.303,.324,.455,.779
517WilmerW DifoDifoSS517‌‌‌,2022,AZ,3,6,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
517KeithK HesslerHesslerP517‌‌‌,2015,AZ,18,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
517KeithK HesslerHesslerP517‌‌‌,2016,AZ,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517JackJ ReinheimerReinheimerSS517‌‌‌,2017,AZ,2,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
517LukeL WeaverWeaverP517‌‌‌,2021,AZ,13,19,1,2,0,0,0,1,1,12,0,0,.105,.150,.105,.255
517LukeL WeaverWeaverP517‌‌‌,2022,AZ,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517NoéN RamirezRamirezP517‌‌‌,2021,AZ,36,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517NoéN RamirezRamirezP517‌‌‌,2022,AZ,55,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517ArchieA BradleyBradleyP517‌‌‌,2015,AZ,8,14,0,2,0,0,0,0,0,7,0,1,.143,.143,.143,.286
517ArchieA BradleyBradleyP517‌‌‌,2016,AZ,26,43,2,3,0,0,0,4,0,28,0,0,.070,.068,.070,.138
517ArchieA BradleyBradleyP517‌‌‌,2017,AZ,63,4,0,1,0,0,0,1,0,2,0,0,.250,.250,.250,.500
517ArchieA BradleyBradleyP517‌‌‌,2018,AZ,76,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517ArchieA BradleyBradleyP517‌‌‌,2019,AZ,66,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
517AndrewA ChafinChafinP517‌‌‌,2014,AZ,3,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
517AndrewA ChafinChafinP517‌‌‌,2015,AZ,66,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
517AndrewA ChafinChafinP517‌‌‌,2016,AZ,32,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517AndrewA ChafinChafinP517‌‌‌,2017,AZ,71,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
517AndrewA ChafinChafinP517‌‌‌,2018,AZ,77,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517AndrewA ChafinChafinP517‌‌‌,2019,AZ,77,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517AndrewA ChafinChafinP517‌‌‌,2023,AZ,43,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517KevinK CronCronDH517‌‌‌,2020,AZ,8,17,0,0,0,0,0,0,1,7,0,0,.000,.150,.000,.150
517EvanE MarshallMarshallP517‌‌‌,2014,AZ,57,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517EvanE MarshallMarshallP517‌‌‌,2015,AZ,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517EvanE MarshallMarshallP517‌‌‌,2016,AZ,15,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517J.B.J WendelkenWendelkenP517‌‌‌,2021,AZ,20,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517J.B.J WendelkenWendelkenP517‌‌‌,2022,AZ,29,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517JoelJ PayampsPayampsP517‌‌‌,2019,AZ,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517ReyesR MorontaMorontaP517‌‌‌,2022,AZ,17,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517ChrisC DevenskiDevenskiP517‌‌‌,2021,AZ,8,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517GraysonG GreinerGreinerC517‌‌‌,2022,AZ,2,6,0,1,0,0,0,0,2,3,0,0,.167,.375,.167,.542
517JakeJ HagerHager2B517‌‌‌,2021,AZ,9,18,1,2,0,0,0,2,4,11,0,0,.111,.273,.111,.384
517JakeJ HagerHager2B517‌‌‌,2022,AZ,28,50,4,12,2,0,0,3,8,17,0,0,.240,.345,.280,.625
517JaceJ PetersonPeterson3B517‌‌‌,2023,AZ,41,93,5,17,3,2,0,9,11,24,4,1,.183,.276,.258,.534
517JaceJ PetersonPetersonX517‌‌‌,2024,AZ,14,22,2,1,0,0,0,1,3,6,0,0,.045,.154,.045,.199
517JordanJ WeemsWeemsP517‌‌‌,2021,AZ,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517JakeJ FariaFariaP517‌‌‌,2021,AZ,24,3,1,1,1,0,0,0,0,1,0,0,.333,.333,.667,1.000
517JoeyJ KrehbielKrehbielP517‌‌‌,2018,AZ,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517AnthonyA BandaBandaP517‌‌‌,2017,AZ,8,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
517DominicD LeoneLeoneP517‌‌‌,2015,AZ,3,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517DominicD LeoneLeoneP517‌‌‌,2016,AZ,25,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517SilvinoS BrachoBrachoP517‌‌‌,2015,AZ,13,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517SilvinoS BrachoBrachoP517‌‌‌,2016,AZ,26,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
517SilvinoS BrachoBrachoP517‌‌‌,2017,AZ,21,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517SilvinoS BrachoBrachoP517‌‌‌,2018,AZ,31,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517MiguelM CastroCastroP517‌‌‌,2023,AZ,75,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517JoséJ RuizRuizP517‌‌‌,2023,AZ,34,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517MiguelM AguilarAguilarP517‌‌‌,2021,AZ,9,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517TylerT WagnerWagnerP517‌‌‌,2016,AZ,3,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
517AlexA YoungYoungP517‌‌‌,2019,AZ,17,25,1,1,0,0,0,0,0,18,0,0,.040,.040,.040,.080
517AlexA YoungYoungP517‌‌‌,2021,AZ,30,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
517KeuryK MellaMellaP517‌‌‌,2021,AZ,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517PaulP SewaldSewaldP517‌‌‌,2023,AZ,20,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517PatrickP KivlehanKivlehanLF517‌‌‌,2018,AZ,9,13,3,3,0,2,0,0,0,6,0,0,.231,.286,.538,.824
517YasmanyY TomásTomásX517‌‌‌,2019,AZ,4,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
517BradenB ShipleyShipleyP517‌‌‌,2016,AZ,14,26,2,3,1,0,0,2,0,10,1,0,.115,.115,.154,.269
517BradenB ShipleyShipleyP517‌‌‌,2017,AZ,10,6,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
517BradenB ShipleyShipleyP517‌‌‌,2018,AZ,3,2,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
517JonJ DuplantierDuplantierP517‌‌‌,2019,AZ,15,8,1,1,0,0,0,0,0,5,0,0,.125,.125,.125,.250
517JonJ DuplantierDuplantierP517‌‌‌,2021,AZ,4,2,0,0,0,0,0,0,0,2,0,0,.000,.333,.000,.333
