0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
266IanI DesmondDesmondSS266‌‌‌,2010,WSH,154,525,59,141,27,4,10,65,28,109,17,5,.269,.308,.392,.700
266NelsonN CruzCruzDH266‌‌‌,2022,WSH,124,448,50,105,16,0,10,64,49,119,4,0,.234,.313,.337,.650
266PrestonP WilsonWilsonCF266‌‌‌,2005,WSH,68,253,34,66,14,1,10,43,20,71,3,4,.261,.329,.443,.772
266WillieW HarrisHarrisX266‌‌‌,2010,WSH,132,224,25,41,6,2,10,32,33,60,5,2,.183,.291,.362,.653
266ClintC RobinsonRobinson1B266‌‌‌,2015,WSH,126,309,44,84,15,1,10,34,37,52,0,0,.272,.358,.424,.782
266DavidD SeguiSegui1B266‌‌‌,1995,MON,97,383,59,117,22,3,10,57,28,38,1,4,.305,.355,.457,.812
266MichaelM BarrettBarrettC266‌‌‌,2003,MON,70,226,33,47,9,2,10,30,21,37,0,0,.208,.280,.398,.678
266JaysonJ WerthWerthLF266‌‌‌,2017,WSH,70,252,35,57,10,1,10,29,35,69,4,3,.226,.322,.393,.715
266FernandoF SeguignolSeguignol1B266‌‌‌,2000,MON,76,162,22,45,8,0,10,22,9,46,0,1,.278,.326,.512,.838
266BrianB SchneiderSchneiderC266‌‌‌,2005,WSH,116,369,38,99,20,1,10,44,29,48,1,0,.268,.330,.409,.739
266VanceV LawLaw2B266‌‌‌,1985,MON,147,519,75,138,30,6,10,52,86,96,6,5,.266,.369,.405,.774
266DarrinD FletcherFletcherC266‌‌‌,1994,MON,94,285,28,74,18,1,10,57,25,23,0,0,.260,.314,.435,.749
266MikeM LansingLansing2B266‌‌‌,1995,MON,127,467,47,119,30,2,10,62,28,65,27,4,.255,.299,.392,.691
266TylerT MooreMooreLF266‌‌‌,2012,WSH,75,156,20,41,9,0,10,29,14,46,3,0,.263,.327,.513,.840
266LeeL StevensStevens1B266‌‌‌,2002,MON,63,205,28,39,6,1,10,31,39,57,1,0,.190,.318,.376,.694
291MikeM FitzgeraldFitzgeraldC291‌‌‌,1990,MON,111,313,36,76,18,1,9,41,60,60,8,1,.243,.365,.393,.758
291RyanR ChurchChurchLF291‌‌‌,2005,WSH,102,268,41,77,15,3,9,42,24,70,3,2,.287,.353,.466,.819
291MoisesM AlouAlouLF291‌‌‌,1992,MON,115,341,53,96,28,2,9,56,25,46,16,2,.282,.328,.455,.783
291YadielY HernandezHernandezLF291‌‌‌,2022,WSH,94,305,30,82,16,0,9,41,19,74,2,1,.269,.312,.410,.722
291MaikelM FrancoFranco3B291‌‌‌,2022,WSH,103,371,31,85,15,0,9,39,12,75,1,0,.229,.255,.342,.597
291AndresA GalarragaGalarraga1B291‌‌‌,1991,MON,107,375,34,82,13,2,9,33,23,86,5,6,.219,.268,.336,.604
291YunelY EscobarEscobar3B291‌‌‌,2015,WSH,139,535,75,168,25,1,9,56,45,70,2,2,.314,.375,.415,.790
291TimT RainesRainesLF291‌‌‌,1989,MON,145,517,76,148,29,6,9,60,93,48,41,9,.286,.395,.418,.813
291FelipeF LopezLopezSS291‌‌‌,2007,WSH,154,603,70,148,25,6,9,50,53,109,24,9,.245,.308,.352,.660
291LuisL García Jr.García2B291‌‌‌,2023,WSH,122,447,61,119,18,4,9,50,27,60,9,4,.266,.304,.385,.689
PLAYERPLAYER,YEARYEAR,TEAMTEAM,GG,ABAB,RR,HH,2B2B,3B3B,caret-upcaret-downHRcaret-upcaret-downHR,RBIRBI,BBBB,SOSO,SBSB,CSCS,AVGAVG,OBPOBP,SLGSLG,OPSOPS
291AndresA GalarragaGalarraga1B291‌‌‌,2002,MON,104,292,30,76,12,0,9,40,30,81,2,2,.260,.344,.394,.738
291YadielY HernandezHernandezX291‌‌‌,2021,WSH,112,264,33,72,8,1,9,32,22,59,3,0,.273,.329,.413,.742
291BradB FullmerFullmer1B291‌‌‌,1999,MON,100,347,38,96,34,2,9,47,22,35,2,3,.277,.321,.464,.785
291RonaldR CallowayCallowayLF291‌‌‌,2003,MON,126,340,36,81,17,1,9,52,20,80,9,2,.238,.282,.374,.656
291TimT RainesRainesLF291‌‌‌,1986,MON,151,580,91,194,35,10,9,62,78,60,70,9,.334,.413,.476,.889
291PepeP MangualMangualCF291‌‌‌,1975,MON,140,514,84,126,16,2,9,45,74,115,33,11,.245,.340,.337,.677
291TimT RainesRainesLF291‌‌‌,1990,MON,130,457,65,131,11,5,9,62,70,43,49,16,.287,.379,.392,.771
291JoseJ GuillenGuillenRF291‌‌‌,2006,WSH,69,241,28,52,15,1,9,40,15,48,1,0,.216,.276,.398,.674
291RickR AnkielAnkielCF291‌‌‌,2011,WSH,122,380,46,91,20,0,9,37,29,96,10,3,.239,.296,.363,.659
291GeoffG BlumBlum3B291‌‌‌,2001,MON,148,453,57,107,25,0,9,50,43,94,9,5,.236,.313,.351,.664
291CristianC GuzmanGuzmanSS291‌‌‌,2008,WSH,138,579,77,183,35,5,9,55,23,57,6,5,.316,.345,.440,.785
